userID,itemID,interaction
40,10008,False
41,18840,True
41,510,False
41,103903,False
41,862,False
41,30973,False
42,1865,True
42,211086,False
42,16351,False
42,227306,False
42,49021,False
43,322443,True
43,2907,False
43,309503,False
43,1493,False
43,10865,False
44,25209,True
44,288980,False
44,9489,False
44,601,False
44,2275,False
45,522,True
45,77987,False
45,16162,False
45,10074,False
45,227707,False
46,2023,True
46,37718,False
46,9378,False
46,273481,False
46,74084,False
47,22794,True
47,1273,False
47,287424,False
47,6477,False
47,9656,False
48,202604,True
48,9837,False
48,12838,False
48,31915,False
48,364,False
49,1667,True
49,18937,False
49,15268,False
49,6964,False
49,8346,False
50,181283,True
50,59,False
50,25066,False
50,38780,False
50,64689,False
51,9655,True
51,8195,False
51,256961,False
51,14,False
51,850,False
52,54138,True
52,80278,False
52,21014,False
52,20337,False
52,2898,False
53,18840,True
53,8285,False
53,9533,False
53,8141,False
53,13937,False
54,44040,True
54,1961,False
54,7461,False
54,109451,False
54,9266,False
55,613,True
55,13982,False
55,256962,False
55,111794,False
55,11194,False
56,36970,True
56,14574,False
56,205,False
56,250546,False
56,17047,False
57,54518,True
57,44835,False
57,10731,False
57,10160,False
57,40805,False
58,46332,True
58,72086,False
58,297596,False
58,18276,False
58,87826,False
59,95,True
59,9903,False
59,41210,False
59,15907,False
59,1667,False
60,254128,True
60,41154,False
60,27029,False
60,177677,False
60,30128,False
61,12486,True
61,10022,False
61,1599,False
61,308529,False
61,10445,False
62,274479,True
62,37737,False
62,253626,False
62,10012,False
62,253,False
63,36970,True
63,96534,False
63,134411,False
63,61984,False
63,294600,False
64,201132,True
64,60422,False
64,22804,False
64,376004,False
64,22649,False
65,23367,True
65,288,False
65,533,False
65,181940,False
65,198185,False
66,10212,True
66,228967,False
66,4442,False
66,22301,False
66,177572,False
67,238615,True
67,10998,False
67,10760,False
67,14048,False
67,2069,False
68,12486,True
68,41436,False
68,11583,False
68,10803,False
68,262500,False
69,9829,True
69,51588,False
69,81220,False
69,102899,False
69,111794,False
70,37958,True
70,13006,False
70,251979,False
70,1587,False
70,10483,False
71,205321,True
71,10567,False
71,14560,False
71,336004,False
71,11202,False
72,324322,True
72,39845,False
72,37137,False
72,287424,False
72,2637,False
73,264656,True
73,41248,False
73,26367,False
73,10246,False
73,20761,False
74,16290,True
74,8012,False
74,12486,False
74,66195,False
74,78381,False
75,116745,True
75,11826,False
75,264644,False
75,138103,False
75,8835,False
76,45138,True
76,1989,False
76,3902,False
76,117,False
76,295914,False
77,13007,True
77,44260,False
77,1927,False
77,50348,False
77,137321,False
78,38543,True
78,70435,False
78,60309,False
78,50538,False
78,13160,False
79,335,True
79,10533,False
79,539,False
79,181283,False
79,6415,False
80,42109,True
80,40264,False
80,335778,False
80,285,False
80,330,False
81,644,True
81,235271,False
81,10741,False
81,241257,False
81,22102,False
82,46256,True
82,10783,False
82,7303,False
82,301325,False
82,579,False
83,286217,True
83,41488,False
83,77948,False
83,4964,False
83,43593,False
84,43947,True
84,231617,False
84,540,False
84,9312,False
84,13537,False
85,322443,True
85,253235,False
85,577,False
85,18162,False
85,82690,False
86,109445,True
86,1667,False
86,10685,False
86,16869,False
86,1440,False
87,333371,True
87,2959,False
87,546,False
87,8363,False
87,77934,False
88,184374,True
88,9433,False
88,82684,False
88,189711,False
88,135397,False
89,76492,True
89,573,False
89,88751,False
89,12094,False
89,116741,False
90,14902,True
90,957,False
90,10534,False
90,10353,False
90,9074,False
91,202604,True
91,222649,False
91,956,False
91,20,False
91,25462,False
92,127585,True
92,10733,False
92,14024,False
92,62206,False
92,48463,False
93,228326,True
93,292,False
93,10397,False
93,297761,False
93,9390,False
94,11820,True
94,8665,False
94,14444,False
94,16996,False
94,10727,False
95,238615,True
95,38153,False
95,2447,False
95,2652,False
95,11458,False
96,100402,True
96,497,False
96,14411,False
96,30315,False
96,193722,False
97,40805,True
97,52462,False
97,9043,False
97,4232,False
97,153,False
98,181330,True
98,526,False
98,14435,False
98,11835,False
98,285923,False
99,46138,True
99,75780,False
99,9759,False
99,36593,False
99,63574,False
100,9829,True
100,223,False
100,10350,False
100,12838,False
100,253412,False
101,10212,True
101,26688,False
101,126141,False
101,801,False
101,874,False
102,391,True
102,10658,False
102,9625,False
102,9912,False
102,13991,False
103,277216,True
103,136795,False
103,10025,False
103,22,False
103,10781,False
104,18570,True
104,27404,False
104,27329,False
104,378200,False
104,16577,False
105,8487,True
105,117251,False
105,118340,False
105,285783,False
105,905,False
106,278348,True
106,13064,False
106,227306,False
106,1892,False
106,10691,False
107,16769,True
107,558,False
107,49517,False
107,10756,False
107,326284,False
108,16290,True
108,2501,False
108,182291,False
108,43947,False
108,13159,False
109,9381,True
109,925,False
109,14113,False
109,312113,False
109,254470,False
110,58051,True
110,872,False
110,5902,False
110,59962,False
110,301351,False
111,417859,True
111,22908,False
111,14608,False
111,179144,False
111,62677,False
112,19366,True
112,253290,False
112,9962,False
112,9096,False
112,23398,False
113,86838,True
113,64678,False
113,10269,False
113,14191,False
113,274479,False
114,8054,True
114,9455,False
114,9275,False
114,10806,False
114,89,False
115,13448,True
115,340816,False
115,1116,False
115,22881,False
115,8967,False
116,67675,True
116,562,False
116,158852,False
116,177,False
116,38541,False
117,840,True
117,82533,False
117,317930,False
117,361398,False
117,244316,False
118,116745,True
118,3933,False
118,67660,False
118,9311,False
118,10678,False
119,948,True
119,10027,False
119,61752,False
119,184374,False
119,10684,False
120,44092,True
120,2163,False
120,604,False
120,5123,False
120,216015,False
121,18840,True
121,1878,False
121,11412,False
121,153795,False
121,13515,False
122,50544,True
122,129,False
122,11382,False
122,9372,False
122,16320,False
123,244316,True
123,509,False
123,314385,False
123,109410,False
123,11353,False
124,9928,True
124,9899,False
124,227783,False
124,57022,False
124,23082,False
125,1852,True
125,7453,False
125,90369,False
125,57201,False
125,51130,False
126,322443,True
126,11446,False
126,59962,False
126,170,False
126,55420,False
127,322443,True
127,187017,False
127,290391,False
127,928,False
127,766,False
128,49520,True
128,91721,False
128,102362,False
128,12201,False
128,77495,False
129,16110,True
129,127918,False
129,8871,False
129,4464,False
129,9452,False
130,8698,True
130,16351,False
130,4997,False
130,12155,False
130,109424,False
131,18840,True
131,433715,False
131,11439,False
131,324322,False
131,297,False
132,3291,True
132,18616,False
132,862,False
132,57876,False
132,48463,False
133,8843,True
133,703,False
133,16558,False
133,10740,False
133,100241,False
134,1969,True
134,26428,False
134,12479,False
134,97370,False
134,1245,False
135,10528,True
135,1874,False
135,1946,False
135,11208,False
135,10833,False
136,40658,True
136,8909,False
136,688,False
136,905,False
136,2610,False
137,157353,True
137,12612,False
137,3981,False
137,12901,False
137,137347,False
138,290555,True
138,10628,False
138,9823,False
138,34152,False
138,13159,False
139,292539,True
139,402515,False
139,42297,False
139,9339,False
139,865,False
140,104,True
140,377,False
140,18712,False
140,11638,False
140,78705,False
141,68722,True
141,8843,False
141,36593,False
141,820,False
141,58151,False
142,72331,True
142,57089,False
142,24150,False
142,39833,False
142,316727,False
143,204922,True
143,54138,False
143,1429,False
143,12182,False
143,254470,False
144,21355,True
144,2756,False
144,13159,False
144,10187,False
144,18616,False
145,3597,True
145,190859,False
145,9906,False
145,6439,False
145,8883,False
146,181283,True
146,36670,False
146,9713,False
146,9799,False
146,16523,False
147,13909,True
147,11644,False
147,9003,False
147,9543,False
147,29406,False
148,25209,True
148,186,False
148,34647,False
148,453,False
148,37532,False
149,429,True
149,11517,False
149,9282,False
149,6038,False
149,14275,False
150,335,True
150,239,False
150,42222,False
150,323270,False
150,244772,False
151,316152,True
151,526,False
151,33693,False
151,889,False
151,17795,False
152,18840,True
152,13820,False
152,12281,False
152,261,False
152,16866,False
153,15121,True
153,14662,False
153,1956,False
153,80035,False
153,304357,False
154,1667,True
154,10201,False
154,11836,False
154,8744,False
154,10782,False
155,105864,True
155,25786,False
155,26518,False
155,95755,False
155,246655,False
156,321258,True
156,1389,False
156,227,False
156,51955,False
156,9894,False
157,36970,True
157,36648,False
157,74510,False
157,159037,False
157,119450,False
158,77951,True
158,17578,False
158,51955,False
158,20794,False
158,214,False
159,54518,True
159,36696,False
159,3060,False
159,12183,False
159,47890,False
160,18712,True
160,82684,False
160,8850,False
160,22913,False
160,4244,False
161,41513,True
161,389,False
161,2155,False
161,113464,False
161,9003,False
162,71864,True
162,15511,False
162,14869,False
162,8060,False
162,12183,False
163,14283,True
163,9656,False
163,2610,False
163,44990,False
163,9339,False
164,14358,True
164,38357,False
164,9032,False
164,40247,False
164,16363,False
165,45138,True
165,5722,False
165,97370,False
165,340816,False
165,250066,False
166,68726,True
166,8975,False
166,11308,False
166,26602,False
166,18065,False
167,2493,True
167,27023,False
167,194662,False
167,4518,False
167,1272,False
168,9012,True
168,228967,False
168,24748,False
168,273481,False
168,157422,False
169,11172,True
169,13429,False
169,9448,False
169,1913,False
169,869,False
170,72710,True
170,356483,False
170,3089,False
170,244267,False
170,14395,False
171,82690,True
171,47534,False
171,28121,False
171,25968,False
171,34043,False
172,12637,True
172,28580,False
172,104755,False
172,52449,False
172,196867,False
173,22803,True
173,8193,False
173,11967,False
173,386826,False
173,1997,False
174,417859,True
174,2048,False
174,1523,False
174,22913,False
174,272878,False
175,49948,True
175,16241,False
175,820,False
175,1562,False
175,9567,False
176,36970,True
176,227156,False
176,22556,False
176,65086,False
176,301351,False
177,63492,True
177,39437,False
177,224141,False
177,7913,False
177,27581,False
178,1255,True
178,629,False
178,24363,False
178,356216,False
178,13508,False
179,16005,True
179,8328,False
179,8669,False
179,96721,False
179,79,False
180,17431,True
180,9012,False
180,67660,False
180,84200,False
180,41436,False
181,227707,True
181,1781,False
181,88751,False
181,10589,False
181,36046,False
182,18937,True
182,15624,False
182,426067,False
182,65086,False
182,9767,False
183,44264,True
183,652,False
183,16642,False
183,51162,False
183,4597,False
184,6973,True
184,34152,False
184,283686,False
184,11820,False
184,29078,False
185,9588,True
185,6957,False
185,23169,False
185,25196,False
185,272878,False
186,11545,True
186,2756,False
186,13510,False
186,462,False
186,9289,False
187,93456,True
187,51052,False
187,166424,False
187,61891,False
187,44490,False
188,98549,True
188,86812,False
188,4513,False
188,12163,False
188,8363,False
189,1584,True
189,65759,False
189,8669,False
189,21641,False
189,7450,False
190,9277,True
190,2022,False
190,78,False
190,25763,False
190,13025,False
191,38319,True
191,28580,False
191,48309,False
191,42033,False
191,10715,False
192,322443,True
192,11683,False
192,956,False
192,34069,False
192,9281,False
193,46256,True
193,3059,False
193,370464,False
193,15875,False
193,157847,False
194,338,True
194,37003,False
194,10681,False
194,308639,False
194,11091,False
195,9387,True
195,2757,False
195,40920,False
195,77949,False
195,18292,False
196,322443,True
196,49948,False
196,17709,False
196,355629,False
196,9837,False
197,581,True
197,9030,False
197,17277,False
197,1359,False
197,3635,False
198,84401,True
198,13689,False
198,46889,False
198,11026,False
198,10223,False
199,49948,True
199,769,False
199,25428,False
199,11404,False
199,277685,False
200,391,True
200,91070,False
200,1996,False
200,266396,False
200,206197,False
201,109451,True
201,133805,False
201,320,False
201,23049,False
201,47452,False
202,44896,True
202,11529,False
202,9302,False
202,58492,False
202,3093,False
203,5769,True
203,23479,False
203,1934,False
203,27404,False
203,10385,False
204,206563,True
204,8078,False
204,3021,False
204,3587,False
204,2133,False
205,333348,True
205,588,False
205,9275,False
205,10160,False
205,14014,False
206,88794,True
206,31932,False
206,280092,False
206,23730,False
206,49444,False
207,50456,True
207,8688,False
207,188166,False
207,117942,False
207,9464,False
208,102362,True
208,11516,False
208,89857,False
208,18041,False
208,10353,False
209,201132,True
209,38223,False
209,58428,False
209,36696,False
209,32740,False
210,223702,True
210,260778,False
210,28355,False
210,106,False
210,83770,False
211,116711,True
211,11644,False
211,2662,False
211,10588,False
211,90414,False
212,227735,True
212,11199,False
212,13778,False
212,64689,False
212,40264,False
213,2059,True
213,14444,False
213,3604,False
213,58626,False
213,74643,False
214,14877,True
214,309919,False
214,102651,False
214,82702,False
214,1691,False
215,36970,True
215,5915,False
215,44603,False
215,1683,False
215,9533,False
216,783,True
216,627,False
216,106845,False
216,203801,False
216,8427,False
217,34851,True
217,18615,False
217,11917,False
217,40001,False
217,76706,False
218,367961,True
218,11978,False
218,280092,False
218,72358,False
218,259694,False
219,14902,True
219,245846,False
219,14435,False
219,25983,False
219,10743,False
220,13922,True
220,10861,False
220,10167,False
220,19265,False
220,13510,False
221,136400,True
221,266102,False
221,414,False
221,1523,False
221,52790,False
222,61791,True
222,8649,False
222,11798,False
222,14442,False
222,24113,False
223,17130,True
223,42586,False
223,39053,False
223,152601,False
223,188652,False
224,23330,True
224,10196,False
224,8435,False
224,38167,False
224,350,False
225,12094,True
225,29339,False
225,10312,False
225,453,False
225,13051,False
226,82532,True
226,5255,False
226,11826,False
226,17995,False
226,18045,False
227,35690,True
227,361398,False
227,10096,False
227,22314,False
227,45650,False
228,17995,True
228,2312,False
228,174,False
228,13537,False
228,10472,False
229,79161,True
229,612,False
229,2142,False
229,31007,False
229,46849,False
230,8643,True
230,9615,False
230,75674,False
230,10413,False
230,36334,False
231,231617,True
231,241254,False
231,9842,False
231,226354,False
231,50456,False
232,11358,True
232,15983,False
232,30596,False
232,36670,False
232,173224,False
233,54138,True
233,8204,False
233,21338,False
233,19265,False
233,955,False
234,173224,True
234,65749,False
234,244403,False
234,208763,False
234,46256,False
235,322443,True
235,10691,False
235,10016,False
235,11661,False
235,35791,False
236,10191,True
236,10208,False
236,70981,False
236,11667,False
236,11499,False
237,54518,True
237,262543,False
237,9762,False
237,49478,False
237,13983,False
238,118340,True
238,13682,False
238,228161,False
238,304410,False
238,88036,False
239,223485,True
239,146239,False
239,8885,False
239,787,False
239,37842,False
240,74510,True
240,6575,False
240,168672,False
240,15394,False
240,12621,False
241,10545,True
241,17813,False
241,8885,False
241,36586,False
241,15239,False
242,279,True
242,9362,False
242,1639,False
242,14295,False
242,20296,False
243,17277,True
243,3059,False
243,11592,False
243,874,False
243,74536,False
244,281730,True
244,54054,False
244,37842,False
244,222899,False
244,925,False
245,77931,True
245,6116,False
245,65448,False
245,59981,False
245,54702,False
246,22074,True
246,10998,False
246,256687,False
246,13121,False
246,11397,False
247,72914,True
247,71880,False
247,356483,False
247,7459,False
247,133694,False
248,133931,True
248,73511,False
248,834,False
248,524,False
248,314365,False
249,4232,True
249,62211,False
249,116613,False
249,821,False
249,64720,False
250,32275,True
250,283384,False
250,11397,False
250,329440,False
250,60308,False
251,36970,True
251,12279,False
251,23655,False
251,2756,False
251,497,False
252,13007,True
252,76493,False
252,657,False
252,15365,False
252,188207,False
253,116149,True
253,27585,False
253,9718,False
253,260947,False
253,11618,False
254,395,True
254,59967,False
254,9339,False
254,118452,False
254,4233,False
255,1667,True
255,43546,False
255,132363,False
255,5255,False
255,16899,False
256,2055,True
256,11975,False
256,694,False
256,8854,False
256,10431,False
257,283686,True
257,60304,False
257,1924,False
257,13007,False
257,2395,False
258,72559,True
258,3683,False
258,46705,False
258,889,False
258,14652,False
259,2024,True
259,208869,False
259,15208,False
259,10073,False
259,10643,False
260,62211,True
260,4476,False
260,9913,False
260,11072,False
260,10923,False
261,43935,True
261,710,False
261,15373,False
261,310,False
261,7547,False
262,57165,True
262,188652,False
262,524,False
262,11370,False
262,25643,False
263,66607,True
263,9008,False
263,87421,False
263,301365,False
263,78394,False
264,119283,True
264,34647,False
264,9671,False
264,138103,False
264,462,False
265,150689,True
265,37137,False
265,34653,False
265,15511,False
265,39209,False
266,9360,True
266,158752,False
266,1988,False
266,5876,False
266,22908,False
267,296,True
267,8285,False
267,17834,False
267,8193,False
267,11375,False
268,122906,True
268,24034,False
268,33693,False
268,14574,False
268,11072,False
269,36970,True
269,241239,False
269,4108,False
269,7305,False
269,2069,False
270,1667,True
270,14836,False
270,6016,False
270,8065,False
270,11141,False
271,91314,True
271,11470,False
271,38810,False
271,10136,False
271,26306,False
272,46138,True
272,1621,False
272,209451,False
272,33676,False
272,78307,False
273,211672,True
273,11397,False
273,270554,False
273,101173,False
273,11324,False
274,12405,True
274,271110,False
274,1770,False
274,540,False
274,22215,False
275,156022,True
275,59108,False
275,10930,False
275,26673,False
275,8741,False
276,292,True
276,13539,False
276,8291,False
276,106646,False
276,10353,False
277,328425,True
277,4347,False
277,15121,False
277,22913,False
277,41144,False
278,13007,True
278,12246,False
278,50620,False
278,51130,False
278,8854,False
279,306745,True
279,10016,False
279,22794,False
279,76726,False
279,39055,False
280,77951,True
280,72113,False
280,146239,False
280,10955,False
280,12498,False
281,9026,True
281,126141,False
281,16172,False
281,10189,False
281,4234,False
282,772,True
282,52451,False
282,4657,False
282,10016,False
282,10357,False
283,135397,True
283,102382,False
283,157185,False
283,256274,False
283,50544,False
284,252360,True
284,9087,False
284,157058,False
284,60304,False
284,37737,False
285,1551,True
285,12207,False
285,43933,False
285,708,False
285,222899,False
286,14582,True
286,411,False
286,82696,False
286,64690,False
286,20,False
287,81188,True
287,142061,False
287,10133,False
287,15699,False
287,84175,False
288,9621,True
288,29262,False
288,504,False
288,28005,False
288,19204,False
289,12602,True
289,13132,False
289,188207,False
289,146882,False
289,8198,False
290,1667,True
290,11382,False
290,10783,False
290,8141,False
290,297596,False
291,93456,True
291,290864,False
291,9598,False
291,11026,False
291,14353,False
292,68179,True
292,291081,False
292,16784,False
292,68202,False
292,11644,False
293,9289,True
293,31932,False
293,385736,False
293,9443,False
293,9208,False
294,9555,True
294,47889,False
294,24055,False
294,11013,False
294,71676,False
295,4233,True
295,10413,False
295,198184,False
295,70436,False
295,13994,False
296,46195,True
296,299145,False
296,84175,False
296,94348,False
296,19150,False
297,97370,True
297,13072,False
297,9045,False
297,34697,False
297,45791,False
298,25196,True
298,100,False
298,9582,False
298,72913,False
298,36811,False
299,31867,True
299,330770,False
299,2048,False
299,181283,False
299,8870,False
300,8357,True
300,1123,False
300,360339,False
300,253450,False
300,38778,False
301,8681,True
301,11826,False
301,115210,False
301,137093,False
301,7547,False
302,351819,True
302,4347,False
302,1948,False
302,1958,False
302,64685,False
303,202575,True
303,207769,False
303,13551,False
303,13856,False
303,11096,False
304,694,True
304,28005,False
304,497,False
304,7461,False
304,14014,False
305,91314,True
305,1365,False
305,71864,False
305,12245,False
305,11690,False
306,14271,True
306,38033,False
306,864,False
306,161795,False
306,3635,False
307,66607,True
307,193603,False
307,51828,False
307,77883,False
307,31582,False
308,227783,True
308,310569,False
308,14854,False
308,9367,False
308,312791,False
309,14902,True
309,10200,False
309,48988,False
309,13154,False
309,6068,False
310,319888,True
310,49026,False
310,10162,False
310,33430,False
310,316727,False
311,280092,True
311,11090,False
311,188652,False
311,98357,False
311,887,False
312,5503,True
312,1958,False
312,49021,False
312,2787,False
312,9430,False
313,840,True
313,62,False
313,4614,False
313,53862,False
313,207769,False
314,253412,True
314,10375,False
314,11823,False
314,49730,False
314,9726,False
315,216015,True
315,35944,False
315,15673,False
315,597,False
315,45324,False
316,14358,True
316,19933,False
316,76163,False
316,109418,False
316,693,False
317,190847,True
317,266102,False
317,277,False
317,12486,False
317,1255,False
318,72387,True
318,7446,False
318,254470,False
318,1382,False
318,203,False
319,10189,True
319,158752,False
319,10684,False
319,33676,False
319,9515,False
320,139948,True
320,129139,False
320,8988,False
320,16205,False
320,1830,False
321,39209,True
321,91076,False
321,31174,False
321,3587,False
321,9427,False
322,2675,True
322,579,False
322,9277,False
322,6016,False
322,326,False
323,291805,True
323,17264,False
323,907,False
323,139715,False
323,69270,False
324,14048,True
324,20391,False
324,51540,False
324,16172,False
324,3638,False
325,322443,True
325,3060,False
325,43949,False
325,9425,False
325,533,False
326,2290,True
326,2026,False
326,14411,False
326,9275,False
326,80274,False
327,5769,True
327,11560,False
327,22256,False
327,1874,False
327,9104,False
328,39013,True
328,157353,False
328,10586,False
328,12160,False
328,11843,False
329,61012,True
329,6488,False
329,225565,False
329,253331,False
329,14161,False
330,24100,True
330,42188,False
330,2832,False
330,23570,False
330,507,False
331,324322,True
331,11891,False
331,195589,False
331,1844,False
331,12620,False
332,215,True
332,12535,False
332,2287,False
332,14745,False
332,11321,False
333,65759,True
333,274167,False
333,9981,False
333,322194,False
333,7326,False
334,157353,True
334,50456,False
334,242512,False
334,296,False
334,11509,False
335,62206,True
335,98357,False
335,7512,False
335,1248,False
335,18616,False
336,69848,True
336,9531,False
336,109410,False
336,37498,False
336,111794,False
337,440,True
337,20857,False
337,9683,False
337,32579,False
337,68726,False
338,64689,True
338,37498,False
338,1931,False
338,8963,False
338,253290,False
339,13922,True
339,31163,False
339,3049,False
339,53953,False
339,393,False
340,139948,True
340,13937,False
340,1901,False
340,25212,False
340,75174,False
341,159037,True
341,11908,False
341,8141,False
341,630,False
341,16155,False
342,49519,True
342,34069,False
342,157354,False
342,308529,False
342,66195,False
343,745,True
343,68812,False
343,11978,False
343,4550,False
343,10681,False
344,228326,True
344,11975,False
344,8619,False
344,11137,False
344,13187,False
345,23330,True
345,140300,False
345,41436,False
345,268238,False
345,57158,False
346,171424,True
346,12153,False
346,22215,False
346,821,False
346,10368,False
347,198277,True
347,13994,False
347,1874,False
347,10065,False
347,228967,False
348,77953,True
348,22597,False
348,57022,False
348,44490,False
348,11699,False
349,6973,True
349,13898,False
349,9889,False
349,35,False
349,14434,False
350,225574,True
350,270487,False
350,152737,False
350,157185,False
350,11601,False
351,272878,True
351,10045,False
351,11519,False
351,11208,False
351,22803,False
352,109445,True
352,126509,False
352,979,False
352,10771,False
352,22824,False
353,75656,True
353,205321,False
353,11499,False
353,51540,False
353,356216,False
354,280,True
354,1913,False
354,37028,False
354,91070,False
354,920,False
355,113464,True
355,158852,False
355,175574,False
355,700,False
355,8960,False
356,18840,True
356,492,False
356,13920,False
356,134374,False
356,4942,False
357,228970,True
357,102382,False
357,308531,False
357,11374,False
357,14557,False
358,87827,True
358,7913,False
358,2252,False
358,105,False
358,13510,False
359,49021,True
359,18616,False
359,158752,False
359,38665,False
359,13056,False
360,74510,True
360,35691,False
360,7461,False
360,10034,False
360,979,False
361,3600,True
361,36670,False
361,20526,False
361,10947,False
361,8847,False
362,704,True
362,73567,False
362,688,False
362,7461,False
362,8077,False
363,50620,True
363,24746,False
363,11561,False
363,58,False
363,9515,False
364,206296,True
364,11282,False
364,7326,False
364,3116,False
364,22913,False
365,13007,True
365,3034,False
365,58626,False
365,10623,False
365,302688,False
366,24662,True
366,260346,False
366,80274,False
366,27004,False
366,14137,False
367,500,True
367,55561,False
367,378237,False
367,18191,False
367,680,False
368,140823,True
368,170687,False
368,59440,False
368,22796,False
368,2539,False
369,16871,True
369,73532,False
369,351819,False
369,29697,False
369,61038,False
370,331745,True
370,9053,False
370,15745,False
370,15250,False
370,4012,False
371,36970,True
371,4170,False
371,19419,False
371,84197,False
371,329440,False
372,322443,True
372,9676,False
372,9619,False
372,9092,False
372,72559,False
373,18840,True
373,594,False
373,37737,False
373,86838,False
373,21525,False
374,228326,True
374,62214,False
374,200505,False
374,3175,False
374,8461,False
375,322443,True
375,76285,False
375,8961,False
375,10339,False
375,8359,False
376,157547,True
376,13408,False
376,19912,False
376,10202,False
376,12602,False
377,71676,True
377,18923,False
377,18079,False
377,11190,False
377,447027,False
378,202575,True
378,115,False
378,11232,False
378,39781,False
378,26388,False
379,89708,True
379,10577,False
379,22825,False
379,28355,False
379,175574,False
380,82703,True
380,100,False
380,686,False
380,9481,False
380,76163,False
381,4512,True
381,158752,False
381,26320,False
381,754,False
381,4912,False
382,198663,True
382,9767,False
382,17202,False
382,50456,False
382,539,False
383,7220,True
383,310933,False
383,4967,False
383,2207,False
383,68721,False
384,19912,True
384,377,False
384,2756,False
384,526,False
384,331745,False
385,168672,True
385,152737,False
385,6623,False
385,355629,False
385,153,False
386,12155,True
386,9490,False
386,688,False
386,123553,False
386,18808,False
387,49519,True
387,47534,False
387,152742,False
387,14161,False
387,47889,False
388,18360,True
388,157350,False
388,16016,False
388,78373,False
388,94329,False
389,408,True
389,39800,False
389,12612,False
389,284,False
389,27586,False
390,50357,True
390,39514,False
390,76757,False
390,4476,False
390,1656,False
391,122,True
391,9829,False
391,28211,False
391,9667,False
391,10776,False
392,273895,True
392,10350,False
392,840,False
392,10225,False
392,12837,False
393,36970,True
393,1073,False
393,9637,False
393,23655,False
393,8291,False
394,14358,True
394,199933,False
394,378200,False
394,189,False
394,1913,False
395,184346,True
395,13682,False
395,33676,False
395,389,False
395,76996,False
396,24973,True
396,51995,False
396,6278,False
396,9451,False
396,70435,False
397,56288,True
397,805,False
397,8265,False
397,320146,False
397,291270,False
398,257,True
398,119283,False
398,288927,False
398,11172,False
398,43074,False
399,612,True
399,8046,False
399,62215,False
399,140823,False
399,4970,False
400,82507,True
400,80035,False
400,14175,False
400,11519,False
400,9991,False
401,16290,True
401,88751,False
401,11353,False
401,40807,False
401,39845,False
402,11969,True
402,48289,False
402,7451,False
402,194662,False
402,250184,False
403,43090,True
403,14629,False
403,32275,False
403,2013,False
403,1850,False
404,8872,True
404,9072,False
404,186935,False
404,30309,False
